"day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS","z_score"
2,2019,9,1,2019-09-01,63.8,56.6,1026.5,10,6.9,9.9,NA,79,55.9,0,0,473,-0.12480960580683
5,2013,8,21,2013-08-21,70.3,66.7,1020.1,7.1,6.5,9.9,NA,79,64,0,1,562,0.427665024492974
7,2012,7,6,2012-07-06,81.9,62.3,1011.7,10,3.1,9.9,NA,91,66.9,0,0,638,0.899441113288312
2,2013,1,13,2013-01-13,45.4,44.9,1020.7,4.3,5.8,9.9,NA,46.9,44.1,0.01,1,373,-0.745567617379643
2,2016,3,27,2016-03-27,40,32.8,1028.8,9.8,5.4,9.9,NA,46.9,37,0,0,459,-0.211715727427024
6,2018,3,29,2018-03-29,41.6,40.3,1017.6,8.1,6.5,9.9,NA,48.9,35.1,0,0,613,0.744251610395108
6,2016,11,24,2016-11-24,42.2,34.3,1025.6,10,6,9.9,15,48.9,30,0,0,428,-0.404150711014596
3,2019,2,4,2019-02-04,39.7,36.7,1019.4,7.5,7.3,9.9,NA,48.9,28,0,0,651,0.980139654792777
2,2017,12,3,2017-12-03,42.6,36.3,1023.2,10,6.1,9.9,NA,48.9,35.1,0,0,448,-0.279999108700033
4,2013,1,29,2013-01-29,35.4,34.9,1019,2.6,4.9,9.9,NA,37.4,33.1,0.08,1,542,0.303513422178411
2,2015,2,8,2015-02-08,34.5,29.9,1015.9,7.6,6,9.9,NA,37.9,21.9,0,0,394,-0.615208434949352
3,2017,4,24,2017-04-24,46.6,42.4,1021.9,10,7.6,9.9,NA,55.9,42.1,0,0,541,0.297305842062683
1,2017,11,25,2017-11-25,50.1,47.2,1010.6,10,7.8,9.9,NA,55.9,34,0,0,456,-0.230338467774208
4,2019,11,26,2019-11-26,46.5,42.5,1015.7,10,5.4,9.9,NA,55.9,35.1,0,1,702,1.29672624069491
1,2013,11,16,2013-11-16,51.2,43.6,1025,9.6,6.5,9.9,NA,57.9,46.9,0,0,612,0.73804403027938
7,2014,5,30,2014-05-30,49.7,42.2,1019.4,10,5.7,9.9,NA,57.9,41,0,0,650,0.973932074677049
6,2012,9,13,2012-09-13,70.4,54.8,1027.4,10,3.2,9.9,NA,80.1,62.1,0,0,632,0.862195632593943
1,2019,8,3,2019-08-03,70.3,66.6,1018,10,6.3,9.9,NA,80.1,60.1,0,0,566,0.452495344955886
7,2015,8,28,2015-08-28,71.4,59.5,1019.4,10,6.6,9.9,NA,80.1,62.1,0,0,609,0.719421289932196
7,2012,9,14,2012-09-14,70.5,57.7,1023.4,9.7,2.3,9.9,NA,80.1,55.4,0,0,609,0.719421289932196
3,2019,8,19,2019-08-19,73.3,72.1,1015.6,3.5,6.3,9.9,NA,80.1,68,0,1,563,0.433872604608702
5,2012,9,12,2012-09-12,68.5,49.7,1026.5,10,2.1,9.9,NA,80.1,55,0,0,651,0.980139654792777
6,2018,5,31,2018-05-31,55.1,54.6,1019.2,3.7,6.5,9.9,NA,69.1,50,0,1,698,1.271895920232
5,2019,6,19,2019-06-19,62.3,59.6,1011.6,6.7,6.8,9.9,NA,69.1,57.9,0.32,1,591,0.60768484784909
5,2013,5,1,2013-05-01,49.9,41.4,1030.2,7.4,7,9.9,NA,60.8,39.9,0,1,576,0.514571146113168
3,2012,8,20,2012-08-20,71.4,56.7,1012.5,10,0.8,9.9,NA,78.1,64,0,0,473,-0.12480960580683
5,2012,8,1,2012-08-01,72.2,68.4,1012.4,7.8,2.5,9.9,NA,78.1,66.9,0.55,1,616,0.762874350742293
1,2012,8,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,NA,78.1,62.6,0.01,0,540,0.291098261946955
6,2013,8,1,2013-08-01,68.9,64.7,1016.5,9.8,5.3,9.9,NA,78.1,63,0.01,0,643,0.930479013866952
1,2014,7,19,2014-07-19,65,54.1,1024.2,10,5,9.9,NA,78.1,55.9,0,0,480,-0.0813565449967328
1,2016,7,30,2016-07-30,70.8,66.9,1015,9,5.3,9.9,NA,78.1,64.9,0.81,0,599,0.657345488774915
7,2012,10,5,2012-10-05,67.8,59.7,1016.7,8.4,3.3,9.9,NA,78.1,60.8,0,0,693,1.24085801965336
1,2017,10,7,2017-10-07,63.8,63.5,1021.1,3.9,5.7,9.9,NA,71.1,61,0,1,570,0.477325665418799
1,2014,8,30,2014-08-30,60.1,51.2,1025.5,10,6.3,9.9,NA,71.1,46,0,0,510,0.104870858475111
7,2016,6,3,2016-06-03,58.4,55.9,1018.3,7.8,6.7,9.9,NA,64.4,55,0,0,710,1.34638688162074
3,2012,11,12,2012-11-12,56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48,0,1,547,0.334551322757052
4,2014,10,28,2014-10-28,54.3,48,1017.5,9.9,6.1,9.9,NA,64.9,39.9,0,0,571,0.483533245534527
6,2012,10,18,2012-10-18,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0,0,630,0.849780472362487
5,2019,7,10,2019-07-10,71.5,65.8,1016.8,7.3,6.4,9.9,NA,84.9,60.1,0,1,553,0.371796803451421
1,2016,7,16,2016-07-16,73.5,67.3,1015.4,7,6.4,9.9,NA,84.9,66.9,0,0,623,0.80632741155239
6,2016,8,4,2016-08-04,64.2,57.8,1021.4,10,4.6,9.9,NA,73.9,55.9,0,0,715,1.37742478219938
1,2016,6,4,2016-06-04,60.2,58,1015.6,4.2,5.3,9.9,NA,73.9,54,0,1,635,0.880818372941127
4,2015,6,30,2015-06-30,67.1,61.8,1015.7,9.3,7.1,9.9,NA,73.9,57,0,0,622,0.800119831436662
6,2019,7,18,2019-07-18,71.4,71,1013.2,2,4.9,9.9,NA,73.9,69.1,0,1,620,0.787704671205205
5,2013,8,7,2013-08-07,64.5,55.9,1022,9.9,5.1,9.9,NA,73.9,54,0,0,508,0.0924556982436548
7,2016,8,5,2016-08-05,65.3,60.4,1017.2,9.3,5,9.9,NA,73.9,55,0,1,700,1.28431108046346
2,2018,7,8,2018-07-08,61.7,52.8,1027.4,10,3.8,9.9,NA,73.9,51.1,0,0,545,0.322136162525596
3,2013,7,29,2013-07-29,69.2,67.1,1017.1,6.5,5.3,9.9,NA,73.9,64,0.02,0,597,0.644930328543458
1,2018,7,14,2018-07-14,64.9,59.5,1021.4,10,4.7,9.9,NA,73.9,54,0,0,577,0.520778726228896
4,2012,7,17,2012-07-17,84.6,63.3,1009.3,9.4,3.5,9.9,18.1,93.9,70,0,0,648,0.961516914445593
7,2016,9,16,2016-09-16,57.7,47.7,1026.5,10,6.4,9.9,15,66.9,48,0,0,780,1.78091748972171
4,2014,10,14,2014-10-14,63.2,58.4,1025.4,10,8.2,9.9,NA,66.9,59,0,0,697,1.26568834011627
4,2014,9,16,2014-09-16,61.2,50.8,1017,10,6.5,9.9,NA,66.9,46.9,0,0,613,0.744251610395108
1,2018,10,6,2018-10-06,55.5,46.3,1023,10,6,9.9,NA,66.9,46,0,0,544,0.315928582409867
4,2019,8,20,2019-08-20,75.5,68.2,1017,10,6.8,9.9,NA,82.9,66.9,0,0,574,0.502155985881711
6,2019,8,1,2019-08-01,74.3,70.3,1017.3,5.9,6,9.9,NA,82.9,68,0,1,618,0.775289510973749
4,2012,8,7,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,NA,82.9,63,0.01,0,547,0.334551322757052
3,2013,7,15,2013-07-15,76.3,71.2,1021.6,9.3,5.7,9.9,NA,82.9,69.1,0,0,581,0.545609046691808
3,2018,8,13,2018-08-13,69.1,68.1,1016.9,7.7,6.2,9.9,NA,75.9,64.9,0.05,1,617,0.769081930858021
1,2013,7,13,2013-07-13,67.9,66.3,1024.4,3.3,6.2,9.9,NA,75.9,63,0.01,1,575,0.508363565997439
1,2014,9,27,2014-09-27,63.5,55.3,1020.7,9.9,6.2,9.9,NA,75.9,53.1,0.01,0,600,0.663553068890643
1,2018,9,15,2018-09-15,65.9,61,1022.9,9.3,5.8,9.9,NA,75.9,57,0,1,596,0.63872274842773
1,2014,7,12,2014-07-12,65.7,58.8,1023.4,9.9,4.4,9.9,NA,75.9,57.9,0.01,0,550,0.353174063104236
1,2018,8,25,2018-08-25,66.5,60.3,1025.9,9,5.8,9.9,NA,75.9,55,0,1,552,0.365589223335693
2,2014,9,28,2014-09-28,63.3,58.5,1020.5,9.9,4.4,9.9,NA,75.9,53.1,0,0,512,0.117286018706567
7,2015,5,29,2015-05-29,65.4,57.4,1024.6,9.2,5.7,9.9,NA,75.9,60.1,0,0,813,1.98576763354073
5,2018,4,11,2018-04-11,37.9,33,1021,10,6.5,9.9,NA,44.1,30,0,0,612,0.73804403027938
4,2019,10,29,2019-10-29,55.1,49.4,1026.8,9.9,7.7,9.9,NA,60.1,52,0,0,639,0.90564869340404
1,2016,10,15,2016-10-15,50.5,38.8,1029.1,10,6.2,9.9,NA,60.1,41,0,0,641,0.918063853635496
1,2018,4,28,2018-04-28,49.5,48.3,1010.7,5.1,6.3,9.9,NA,60.1,39.9,0.13,1,604,0.688383389353555
2,2018,4,29,2018-04-29,50.5,48.7,1010.3,9.2,5.9,9.9,15,60.1,43,0,0,505,0.0738329578964704
4,2012,12,4,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,NA,62.1,37.4,0.04,1,621,0.793912251320933
3,2014,10,13,2014-10-13,50.9,43.2,1027.7,10,4.2,9.9,NA,62.1,39,0,0,451,-0.261376368352849
4,2012,11,27,2012-11-27,38.7,27.2,1024.2,7,4.4,9.9,NA,44.6,33.8,0,0,583,0.558024206923265
1,2015,2,28,2015-02-28,22.2,9.9,1037.3,10,7.2,11.1,15,28,16,0,0,538,0.278683101715499
5,2013,1,9,2013-01-09,39.9,37.6,1026.2,6.8,5.3,11.1,NA,46,28,0,1,487,-0.0379034841866359
6,2012,12,13,2012-12-13,40.3,24.6,1029.8,10,1.7,11.1,NA,46,32,0,0,545,0.322136162525596
5,2016,12,7,2016-12-07,42.8,37.1,1013.5,8.8,7.6,11.1,19,46,39,0.14,0,637,0.893233533172584
6,2014,1,16,2014-01-16,40.8,39.3,1010.6,4.6,5.9,11.1,NA,46,32,0,0,521,0.17315423974812
7,2018,12,14,2018-12-14,37.9,32.3,1033,10,6.2,11.1,NA,46,23,0,0,841,2.15957987678112
6,2019,3,14,2019-03-14,39,33.6,1026.2,10,7.2,11.1,NA,46,28,0,0,611,0.731836450163652
2,2019,12,29,2019-12-29,38.4,30.4,1021.7,10,6.8,11.1,NA,48,30.9,0,0,384,-0.677284236106633
5,2014,4,2,2014-04-02,39.3,28.6,1019.1,10,5.6,11.1,NA,48,32,0,0,519,0.160739079516664
4,2017,3,21,2017-03-21,39.9,26.4,1011.2,10,7.9,11.1,NA,50,34,0,0,636,0.887025953056855
3,2013,12,2,2013-12-02,44,42.1,1014.2,7,7.1,11.1,NA,50,39,0.07,1,549,0.346966482988508
1,2015,12,5,2015-12-05,45.6,34,1035.5,10,6.1,11.1,NA,52,35.1,0,0,629,0.843572892246759
2,2015,4,26,2015-04-26,46.1,34,1004.6,9.8,7.4,11.1,NA,54,37,0,0,477,-0.0999792853439172
1,2015,5,16,2015-05-16,55.5,50.3,1023.7,9.9,7.5,11.1,NA,64,48,0,0,650,0.973932074677049
1,2014,10,4,2014-10-04,59.4,57.3,1007.1,6.8,5.7,11.1,22,64,57,0.02,1,531,0.235230040905402
5,2015,11,4,2015-11-04,57,49.3,1026.2,9.7,7.4,11.1,NA,64,43,0,0,672,1.11049883722307
2,2018,6,24,2018-06-24,62.7,61.5,1010.4,3.7,5.9,11.1,NA,68,57,1.03,1,553,0.371796803451421
6,2019,10,24,2019-10-24,55.5,45.3,1023.6,10,6.7,11.1,NA,68,43,0.24,0,613,0.744251610395108
7,2013,6,21,2013-06-21,62,56.1,1025.9,10,8.3,11.1,NA,68,57,0.05,0,690,1.22223527930617
5,2014,11,12,2014-11-12,56.5,53.5,1012.9,6,5.2,11.1,NA,68,45,0,1,546,0.328343742641324
3,2015,10,12,2015-10-12,60.2,55.1,1011.2,9.7,7.6,11.1,NA,68,46,0,0,505,0.0738329578964704
1,2013,10,19,2013-10-19,57.3,45,1013.9,10,6.2,11.1,15.9,68,46.9,0,0,471,-0.137224766038286
2,2016,7,31,2016-07-31,67.5,64.8,1018.4,6.7,6.8,11.1,NA,72,64.4,0,1,529,0.222814880673946
1,2017,7,15,2017-07-15,64.3,62.7,1013.9,8.4,5.6,11.1,NA,72,60.1,0.11,0,649,0.967724494561321
6,2014,9,18,2014-09-18,61.1,47.4,1014.7,10,5,11.1,15,72,48,0,0,650,0.973932074677049
2,2015,9,13,2015-09-13,68.2,65,1008,8.8,8.4,11.1,15.9,73,63,0,0,478,-0.0937717052281891
4,2014,7,22,2014-07-22,67.1,63.5,1020.4,5.9,5.4,11.1,NA,73,60.1,0.02,1,587,0.582854527386177
3,2014,9,29,2014-09-29,65.9,63.2,1015.5,9.2,6.7,11.1,NA,73,53.1,0.02,0,566,0.452495344955886
7,2014,6,20,2014-06-20,64.6,48.8,1013.2,9.8,6,11.1,NA,73,52,0.08,0,765,1.68780378798578
1,2016,6,18,2016-06-18,62.6,53.5,1021.7,10,7.3,11.1,NA,73,53.1,0,0,700,1.28431108046346
2,2014,6,22,2014-06-22,63.2,49.2,1014.6,9.9,6,11.1,NA,73,48,0,0,477,-0.0999792853439172
1,2018,6,9,2018-06-09,62.9,55.8,1018.7,9.8,5.7,11.1,NA,77,45,0.06,0,706,1.32155656115782
2,2018,6,10,2018-06-10,61.5,49.5,1017.3,9.4,6.8,11.1,NA,77,54,0,1,533,0.247645201136858
1,2019,8,17,2019-08-17,67.5,65.3,1017.6,3.8,7.1,11.1,NA,77,62.1,0,1,533,0.247645201136858
6,2018,7,12,2018-07-12,68.2,59.5,1019.9,10,6.8,11.1,NA,77,60.1,0,0,642,0.924271433751224
7,2017,7,28,2017-07-28,69.2,66.9,1011.3,10,8.5,11.1,NA,77,55.9,0.02,0,685,1.19119737872753
1,2015,7,4,2015-07-04,62.9,55.4,1015.2,8,6.2,11.1,NA,77,55.9,0,0,389,-0.646246335527993
5,2017,7,12,2017-07-12,70.8,70.2,1015.2,1.8,7.3,11.1,NA,77,64.9,0,1,677,1.14153673780171
4,2013,7,30,2013-07-30,71.2,64.3,1018,7.8,7.8,11.1,NA,77,66.2,0.01,1,584,0.564231787038993
2,2018,8,26,2018-08-26,68.2,60.3,1021.4,10,5.4,11.1,NA,77,57,0,0,528,0.216607300558217
5,2017,7,5,2017-07-05,67.9,58.5,1021.9,9.9,6.5,11.1,NA,81,57.9,0,0,706,1.32155656115782
1,2015,8,15,2015-08-15,71.8,67,1020,8.2,6.7,11.1,NA,81,62.1,0,1,582,0.551816626807536
6,2018,7,5,2018-07-05,71.7,71,1025.4,1.6,6.2,11.1,NA,81,66.9,0,1,720,1.40846268277802
6,2016,7,28,2016-07-28,72.2,69,1013.1,9.7,7.2,11.1,NA,81,68,0,0,709,1.34017930150501
3,2017,12,18,2017-12-18,32.7,23.9,1021.3,9.7,4.6,11.1,NA,43,24.1,0,0,706,1.32155656115782
3,2013,3,11,2013-03-11,39.9,34.7,1026.1,10,6.5,11.1,NA,45,36,0,0,522,0.179361819863849
5,2013,12,4,2013-12-04,39.8,31.7,1017.2,9.8,6.4,11.1,NA,45,30.9,0,0,520,0.166946659632392
4,2013,2,26,2013-02-26,35,26.7,1025.2,10,5,11.1,15.9,45,27,0.02,0,537,0.272475521599771
4,2016,11,8,2016-11-08,47.2,38.2,1020.5,10,7.1,11.1,NA,57,39,0,0,620,0.787704671205205
7,2015,11,27,2015-11-27,52.6,48.4,1034.2,9.8,7.5,11.1,NA,59,45,0,0,480,-0.0813565449967328
4,2014,5,6,2014-05-06,52.2,40.5,1011.1,9.6,5.7,11.1,NA,59,46.9,0.01,0,565,0.446287764840158
4,2017,5,30,2017-05-30,53.5,49.6,1021,8.1,7.9,11.1,NA,61,50,0.01,0,647,0.955309334329865
1,2015,10,31,2015-10-31,48.9,37.4,1020.4,10,5.7,11.1,17.1,61,35.1,0,0,357,-0.844888899231293
2,2017,10,1,2017-10-01,55.5,46.8,1025.7,10,7.9,11.1,NA,63,48,0.08,0,571,0.483533245534527
6,2013,10,17,2013-10-17,59.4,57.4,1011.5,7.9,6.1,11.1,NA,63,55,0.01,0,574,0.502155985881711
4,2013,5,28,2013-05-28,56.6,49.6,1023.2,9.9,6.4,11.1,NA,63,46.9,0,0,686,1.19740495884326
4,2013,4,30,2013-04-30,51,30.2,1026.2,10,5.2,11.1,NA,63,39.9,0,0,576,0.514571146113168
2,2018,5,6,2018-05-06,52.5,49.7,1018.6,8.1,6.9,11.1,NA,66,48.9,0,1,495,0.0117571567391891
2,2016,7,10,2016-07-10,63,60.1,1010.6,6.8,7.7,11.1,NA,70,59,0.1,1,508,0.0924556982436548
4,2018,10,9,2018-10-09,63.1,59,1027.5,10,8.6,11.1,NA,70,57,0,0,628,0.83736531213103
5,2015,7,15,2015-07-15,72.3,68.8,1004.1,6.8,4.5,11.1,NA,82,62.1,0.01,1,611,0.731836450163652
1,2018,8,11,2018-08-11,68.8,66.2,1015.2,9,5.8,11.1,NA,86,64,0,0,568,0.464910505187343
1,2012,8,4,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,1,568,0.464910505187343
5,2017,8,9,2017-08-09,67.1,63.5,1021.1,8.2,6.5,11.1,NA,75,59,0.81,1,655,1.00496997525569
4,2017,6,27,2017-06-27,64.3,61.6,1016.3,9.9,7.8,11.1,NA,75,57.9,0,0,757,1.63814314705996
5,2014,7,30,2014-07-30,67.3,60.6,1015.5,9.3,5.5,11.1,NA,75,59,0,0,605,0.694590969469283
6,2014,7,31,2014-07-31,67.7,62.9,1019.8,9.6,6.3,11.1,NA,75,59,0.01,0,626,0.824950151899574
3,2017,8,7,2017-08-07,67.5,64.2,1018.9,10,7.8,11.1,26,75,59,0,0,606,0.700798549585012
1,2018,9,1,2018-09-01,65,59.4,1026.7,10,7.2,11.1,17.1,75,55.9,0,0,529,0.222814880673946
4,2016,9,20,2016-09-20,71.1,69.3,1019.3,8.7,5.6,11.1,NA,75,66,0.22,0,619,0.781497091089477
3,2013,8,12,2013-08-12,68.2,63.2,1016.8,10,7.2,11.1,NA,75,60.1,0,0,519,0.160739079516664
2,2017,6,25,2017-06-25,68.8,60.1,1013,9.4,7.6,11.1,NA,79,59,0,0,590,0.601477267733362
6,2015,6,25,2015-06-25,68.7,57.9,1015.5,10,7.4,11.1,NA,79,62.1,0,0,670,1.09808367699161
6,2017,8,24,2017-08-24,70,60.2,1011.9,10,5.6,11.1,NA,79,63,0,0,631,0.855988052478215
5,2012,7,4,2012-07-04,81.8,65.6,1009.1,9.2,3.6,11.1,NA,91,68,0.06,0,432,-0.379320390551683
7,2013,2,15,2013-02-15,38.6,33.2,1017,9.8,6,11.1,NA,46.9,28,0,0,604,0.688383389353555
4,2018,2,6,2018-02-06,30,20.2,1026.9,10,4.8,11.1,NA,46.9,19.9,0.12,0,545,0.322136162525596
3,2018,1,22,2018-01-22,36.4,35.9,1023.6,7.6,4,11.1,NA,48.9,27,0,0,559,0.409042284145789
4,2015,3,24,2015-03-24,31.4,16.3,1024.7,10,6.7,11.1,NA,37.9,21,0,0,601,0.669760649006371
2,2013,3,3,2013-03-03,37.4,29.3,1002.6,10,7.1,11.1,NA,39.9,36,0,0,502,0.055210217549286
7,2015,12,11,2015-12-11,52.2,50,1014,6.1,5.8,11.1,NA,57.9,46,0,1,694,1.24706559976909
4,2018,4,24,2018-04-24,44.7,41.7,1030.4,10,6.7,11.1,NA,57.9,34,0,0,671,1.10429125710734
6,2018,6,7,2018-06-07,51.5,48,1020.1,10,6.5,11.1,NA,57.9,43,0,0,693,1.24085801965336
5,2013,10,30,2013-10-30,46.8,38.6,1025.8,10,5.2,11.1,NA,57.9,34,0,0,558,0.402834704030061
2,2012,9,2,2012-09-02,75.4,65.9,1017.7,9.8,3.2,11.1,NA,80.1,62.1,0,0,421,-0.447603771824693
4,2018,8,14,2018-08-14,72.8,71.4,1013,4.5,6.9,11.1,NA,80.1,64.9,0,1,701,1.29051866057918
4,2015,7,28,2015-07-28,72.4,68.7,1016.2,9,7.2,11.1,NA,80.1,68,0,1,643,0.930479013866952
4,2019,7,9,2019-07-09,69,61.7,1015.8,9.7,6.5,11.1,NA,80.1,54,0,0,661,1.04221545595006
1,2015,8,29,2015-08-29,70.3,62.5,1021.8,10,7,11.1,NA,80.1,62.1,0,0,539,0.284890681831227
7,2015,6,19,2015-06-19,65.6,58,1013.2,10,7.4,11.1,14,80.1,48.9,0,0,732,1.48295364416676
2,2013,8,11,2013-08-11,69.5,56.7,1017,10,7.5,11.1,NA,80.1,60.1,0,0,481,-0.0751489648810047
5,2013,9,18,2013-09-18,56.1,42.7,1025.2,10,5.8,11.1,NA,69.1,43,0,0,571,0.483533245534527
1,2013,9,28,2013-09-28,59.2,50.1,1024.6,10,7.4,11.1,NA,69.1,50,0,0,547,0.334551322757052
2,2015,6,7,2015-06-07,59.5,45.8,1020.5,10,7.7,11.1,NA,69.1,51.1,0.14,0,559,0.409042284145789
2,2019,8,4,2019-08-04,73.3,70.4,1012.6,9.9,7.9,11.1,NA,78.1,60.1,0,0,499,0.0365874772021016
3,2017,7,17,2017-07-17,67.3,66.8,1018.5,3.9,5.7,11.1,NA,78.1,62.1,0,1,639,0.90564869340404
4,2015,7,7,2015-07-07,68.1,64.3,1019.7,7.4,8.2,11.1,NA,78.1,62.1,0,0,646,0.949101754214137
4,2013,8,20,2013-08-20,71,64.7,1017.3,9.5,7,11.1,NA,78.1,57,0.01,0,542,0.303513422178411
2,2019,9,22,2019-09-22,64.6,62.1,1021,6.4,6.5,11.1,NA,78.1,57,0,1,515,0.135908759053752
4,2018,10,2,2018-10-02,64.7,62.1,1022.8,9.5,6.6,11.1,NA,71.1,52,0,0,613,0.744251610395108
4,2016,6,28,2016-06-28,66.1,64,1017.2,7.5,8.1,11.1,NA,71.1,60.1,0,1,675,1.12912157757025
6,2016,6,23,2016-06-23,63,59.4,1012.3,8.3,7,11.1,NA,71.1,55.9,0,1,643,0.930479013866952
6,2012,8,2,2012-08-02,75,68.4,1011.3,6.2,2.7,11.1,NA,87.1,66.2,0.11,1,570,0.477325665418799
2,2019,6,2,2019-06-02,56.9,54.7,1008,5.1,6.9,11.1,NA,64.9,52,0,1,515,0.135908759053752
1,2015,5,9,2015-05-09,54.3,50.9,1026.1,4.4,6.4,11.1,NA,64.9,46.9,0,1,560,0.415249864261518
6,2019,7,11,2019-07-11,66.8,65.7,1015.9,2.2,5.8,11.1,NA,84.9,64,0,1,658,1.02359271560287
2,2016,7,17,2016-07-17,70.6,68.7,1019.1,4.1,6.6,11.1,NA,84.9,66.9,0,1,574,0.502155985881711
7,2019,8,16,2019-08-16,66.6,64.4,1017.6,7.8,7,11.1,NA,73.9,62.1,0,1,523,0.185569399979577
4,2018,7,3,2018-07-03,66.9,66.2,1021.5,2.9,6.2,11.1,NA,73.9,61,0,1,678,1.14774431791744
7,2017,9,15,2017-09-15,67.9,67.7,1016.3,6.7,6.3,11.1,NA,73.9,64,0.02,1,827,2.07267375516093
7,2014,1,10,2014-01-10,28.8,22.6,1034.1,9.7,5.8,11.1,NA,39.2,12.9,0,0,667,1.07946093664443
6,2015,11,5,2015-11-05,58.9,55.9,1025.8,9.1,7.6,11.1,NA,66.9,48.9,0,1,690,1.22223527930617
6,2016,10,13,2016-10-13,59.6,56.6,1020.1,9.9,7.3,11.1,NA,66.9,42.1,0,0,757,1.63814314705996
7,2017,8,4,2017-08-04,67.7,66.7,1019.7,2.9,6.3,11.1,NA,75.9,61,0,1,758,1.64435072717569
3,2013,9,2,2013-09-02,70.8,68.7,1010.3,7,7.7,11.1,NA,75.9,68,0,1,431,-0.385527970667411
5,2017,8,2,2017-08-02,68.6,66.6,1018.9,9.9,6.5,11.1,NA,75.9,63,0,0,618,0.775289510973749
1,2019,9,21,2019-09-21,67,59.2,1021.2,9.9,6.5,11.1,NA,75.9,60.1,0,0,577,0.520778726228896
4,2013,9,3,2013-09-03,70.1,69,1008.1,2,6.8,11.1,NA,75.9,66,0.05,1,551,0.359381643219964
1,2017,8,5,2017-08-05,67.7,67.2,1014.1,2.5,7.9,11.1,NA,75.9,64,0,1,573,0.495948405765983
1,2014,6,14,2014-06-14,66.5,63.8,1009.7,4.8,5.7,11.1,NA,75.9,62.1,0.26,1,613,0.744251610395108
4,2014,8,5,2014-08-05,69.2,67.4,1016.2,3.7,6.6,11.1,NA,75.9,64.9,0,1,606,0.700798549585012
2,2018,8,12,2018-08-12,70.9,69.7,1017.6,7.8,7.3,11.1,NA,75.9,64,0.01,0,499,0.0365874772021016
3,2015,9,28,2015-09-28,66.8,62,1025.3,9.7,6.7,11.1,NA,75.9,48,0,0,586,0.576646947270449
4,2018,4,10,2018-04-10,37.7,31.7,1021.9,9.1,6.5,11.1,NA,42.1,30.9,0,0,668,1.08566851676016
7,2018,2,9,2018-02-09,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,0,583,0.558024206923265
5,2015,3,25,2015-03-25,33.6,24.1,1028.8,9.9,6.7,11.1,NA,44.1,24.1,0,0,538,0.278683101715499
2,2018,11,18,2018-11-18,41.7,29.3,1025.8,10,6.7,11.1,NA,44.1,35.1,0,0,470,-0.143432346154014
7,2013,1,11,2013-01-11,38,31.4,1030.6,10,5.4,11.1,NA,44.1,32,0,0,660,1.03600787583433
5,2019,3,13,2019-03-13,34.5,22.8,1026,10,6.7,11.1,NA,44.1,26.1,0,0,562,0.427665024492974
4,2018,5,8,2018-05-08,48.4,46.3,1024.3,4.9,6.9,11.1,NA,60.1,39,0,1,736,1.50778396462967
7,2015,6,5,2015-06-05,53.1,46.6,1021.2,10,7.3,11.1,NA,60.1,43,0,0,692,1.23465043953763
5,2012,10,17,2012-10-17,51.9,38,1014.3,10,1.3,11.1,NA,60.1,44.1,0,0,615,0.756666770626565
5,2014,5,7,2014-05-07,51.6,38.3,1019.8,10,6.8,11.1,NA,60.1,46,0,0,603,0.682175809237827
2,2019,4,7,2019-04-07,45.3,39.4,1023.5,10,7.4,11.1,NA,60.1,37.9,0.01,0,487,-0.0379034841866359
3,2015,11,16,2015-11-16,54,41.2,1020.4,10,8.3,11.1,NA,60.1,41,0,0,618,0.775289510973749
5,2017,5,31,2017-05-31,55.4,53.1,1017.8,3.6,7.8,11.1,NA,62.1,50,0.01,1,669,1.09187609687588
4,2017,10,3,2017-10-03,54.1,47.5,1035.7,10,6,11.1,NA,62.1,46,0,0,687,1.20361253895899
3,2014,12,15,2014-12-15,37.8,31.6,1014.5,9.9,5.8,11.1,NA,44.6,32,0,0,720,1.40846268277802
1,2014,3,1,2014-03-01,24.1,12.5,1029.1,10,5.2,11.1,NA,35.1,12,0,0,497,0.0241723169706454
1,2014,12,27,2014-12-27,43.7,36.4,1021.8,10,7.4,11.1,NA,51.1,37.9,0,0,406,-0.540717473560615
2,2015,5,3,2015-05-03,44.5,38,1019,9.9,5.3,11.1,NA,53.1,32,0,1,555,0.384211963682877
3,2013,4,15,2013-04-15,46.1,34.2,1026,10,8.1,11.1,NA,53.1,39,0,0,603,0.682175809237827
3,2014,4,21,2014-04-21,43.1,36.9,1022.3,10,6.2,11.1,NA,53.1,34,0,0,521,0.17315423974812
4,2014,3,4,2014-03-04,24.8,12.2,1025.5,10,8.3,12,NA,30,21,0,0,532,0.24143762102113
1,2014,2,8,2014-02-08,28.2,14.2,1023.9,10,8.6,12,19,32,21.9,0,0,424,-0.428981031477508
2,2016,12,11,2016-12-11,29.9,13.3,1031.6,10,7.5,12,15.9,36,24.1,0,0,522,0.179361819863849
